1.860935999999999924e+00,-2.073830000000000118e-01,2.615569999999999840e-01,-2.145620000000000027e-01,-1.712529999999999886e-01,-1.181669999999999943e-01,-2.775569999999999982e-01,2.566799999999999984e-02,1.267010000000000081e-01,-3.067559999999999731e-01,-2.130759999999999876e-01,8.872800000000000131e-02
1.698819000000000079e+00,-3.039555000000000451e-01,1.957355000000000067e-01,-2.330717500000000220e-01,-5.950549999999998896e-02,-2.551950000000000052e-02,-3.472385000000000055e-01,-9.762250000000000094e-03,9.489725000000001631e-02,-3.610394999999999577e-01,-2.077317499999999928e-01,1.048532500000000089e-01
1.564128500000000033e+00,-5.376959999999999518e-01,1.559039999999999870e-01,-5.566400000000000514e-02,6.826450000000000573e-02,8.672549999999999704e-02,-4.175094999999999779e-01,-1.009049999999999947e-01,-3.941349999999999715e-02,-3.232550000000000145e-01,-1.013854999999999895e-01,1.028975000000000029e-01
1.176794249999999931e+00,-4.928124999999999867e-01,-6.946749999999998759e-02,1.646344999999999892e-01,3.109707500000000180e-01,1.397500000000001172e-04,-4.100744999999999529e-01,-2.136267500000000041e-01,-8.659000000000000030e-02,-2.309699999999999809e-01,-8.983399999999999719e-02,-2.481999999999999831e-03
1.261441000000000034e+00,-6.383499999999999730e-01,2.174429999999999974e-01,2.633840000000000070e-01,3.911149999999999904e-01,-1.768969999999999987e-01,-5.106969999999999565e-01,2.052599999999999911e-02,-2.177090000000000136e-01,-2.190709999999999880e-01,-3.331400000000000333e-02,-1.759860000000000035e-01
1.303905000000000092e+00,6.725599999999999634e-02,5.977200000000000291e-01,-2.714739999999999931e-01,-2.368079999999999907e-01,-4.111250000000000182e-01,-1.482600000000000064e-02,1.131749999999999978e-01,-5.822999999999999704e-02,-1.731379999999999864e-01,9.305800000000000183e-02,9.924700000000000188e-02
1.712490999999999985e+00,-5.842169999999999863e-01,5.602759999999999962e-01,-2.269730000000000081e-01,-1.230877499999999958e-01,-2.032747500000000040e-01,5.664750000000001381e-03,7.399999999999999634e-02,-1.978239999999999998e-01,-1.737950000000000050e-01,-1.368004999999999916e-01,4.698899999999999605e-02
1.561856000000000133e+00,-5.188004999999999978e-01,3.211899999999999755e-01,-7.271800000000000486e-02,2.693404999999999827e-01,-1.362504999999999966e-01,-7.576600000000000001e-02,-1.251935000000000131e-01,-3.355019999999999669e-01,-1.059624999999999873e-01,-9.887100000000000055e-02,6.608999999999999597e-02
1.601865499999999942e+00,-6.216867499999999547e-01,4.321694999999999842e-01,3.883674999999999627e-02,2.524049999999999905e-01,-9.385949999999999849e-02,-4.943349999999999134e-02,-1.599002499999999938e-01,-2.922345000000000637e-01,-1.115734999999999921e-01,-1.660340000000000149e-01,7.614474999999999716e-02
1.334578000000000042e+00,-5.421570000000000000e-01,5.581040000000000445e-01,4.704169999999999741e-01,2.291239999999999943e-01,-2.638249999999999762e-01,-2.517539999999999778e-01,-3.311810000000000032e-01,-7.967999999999999389e-03,-1.882850000000000079e-01,-1.386100000000000110e-01,5.447799999999999865e-02
1.462483999999999895e+00,1.740659999999999985e-01,5.051330000000000542e-01,-3.743020000000000236e-01,-3.621249999999999747e-01,-4.003349999999999964e-01,-1.374289999999999956e-01,-8.300000000000000086e-04,5.388799999999999840e-02,-2.376300000000000079e-01,1.206359999999999932e-01,1.932540000000000091e-01
1.517708250000000092e+00,-1.370442499999999786e-01,3.495477500000000459e-01,-1.519024999999999959e-01,-3.057864999999999611e-01,-2.549552499999999666e-01,-2.052580000000000238e-01,3.541749999999999760e-02,6.769525000000001236e-02,-2.464299999999999824e-01,-1.217874999999999860e-02,1.951990000000000114e-01
2.035232499999999778e+00,-9.887740000000000418e-01,4.980310000000000015e-01,-1.293730000000000158e-01,-3.963300000000000156e-02,5.692950000000000094e-02,-3.148735000000000284e-01,2.233399999999999969e-02,-1.708499999999999949e-02,-4.763585000000000180e-01,-1.201895000000000047e-01,2.141710000000000003e-01
1.270630750000000031e+00,-5.312354999999999716e-01,2.810847499999999943e-01,1.496377499999999861e-01,3.112874999999999948e-01,1.769057500000000283e-01,-3.985107499999999692e-01,-1.808612500000000012e-01,-1.494552500000000117e-01,-3.366839999999999833e-01,1.447099999999999949e-02,1.205615000000000020e-01
1.633763999999999994e+00,-9.354209999999999470e-01,5.742730000000000334e-01,2.690210000000000101e-01,3.718179999999999819e-01,1.197410000000000002e-01,-3.967879999999999741e-01,-1.229809999999999931e-01,-1.528549999999999909e-01,-2.682829999999999937e-01,9.591099999999999626e-02,-1.591499999999999859e-02
1.160836999999999897e+00,7.880600000000000105e-02,2.377060000000000006e-01,-1.087800000000000052e-02,-3.930529999999999857e-01,-7.446859999999999591e-01,1.730730000000000046e-01,-1.292199999999999946e-02,-7.194799999999999807e-02,2.870699999999999988e-02,7.481999999999999762e-02,1.462970000000000104e-01
1.512832750000000059e+00,-4.532217500000000343e-01,3.062352500000000144e-01,-5.157074999999999854e-02,-4.707402500000000267e-01,-3.980320000000000524e-01,1.931444999999999967e-01,1.295550000000000000e-02,-9.225549999999999029e-02,-2.300240000000000062e-01,-1.324369999999999992e-01,1.060447500000000071e-01
1.624939499999999981e+00,-8.639204999999999801e-01,5.644339999999999913e-01,-6.724800000000000222e-02,-3.215264999999999929e-01,-2.544200000000000281e-02,-1.929155000000000175e-01,-2.963599999999999568e-02,-2.581699999999999967e-02,-3.734935000000000338e-01,-1.587915000000000021e-01,1.589559999999999862e-01
1.667253000000000096e+00,-1.069398249999999884e+00,8.796677500000000816e-01,-2.253399999999999848e-02,5.090499999999999539e-03,7.567374999999999796e-02,-4.165165000000000117e-01,-1.581532499999999952e-01,-1.269895000000000052e-01,-2.496039999999999925e-01,4.844900000000000595e-02,-3.852649999999999825e-02
1.335523000000000016e+00,-1.090194000000000107e+00,8.329410000000000425e-01,1.443560000000000121e-01,2.171190000000000064e-01,-7.430200000000000693e-02,-3.958260000000000112e-01,-5.632999999999999813e-02,-2.835480000000000222e-01,-2.689790000000000236e-01,9.865999999999999770e-02,-9.800699999999999690e-02
1.665669999999999984e+00,-2.512240000000000029e-01,3.097099999999999853e-01,-3.716659999999999964e-01,-3.117269999999999763e-01,-5.209319999999999506e-01,-2.159300000000000108e-01,2.555839999999999779e-01,4.873199999999999754e-02,-1.153330000000000050e-01,6.301400000000000057e-02,1.567870000000000097e-01
1.616783999999999999e+00,-3.737409999999999899e-01,2.642090000000000272e-01,-3.910959999999999992e-01,-6.592000000000000637e-02,-5.234879999999999534e-01,-1.003010000000000013e-01,4.613300000000000040e-02,-7.624799999999999633e-02,-1.763939999999999952e-01,-1.578410000000000091e-01,3.296540000000000026e-01
1.678263000000000060e+00,-6.682989999999999764e-01,3.099910000000000165e-01,-1.068230000000000013e-01,2.565350000000000130e-01,-2.958430000000000226e-01,-2.452880000000000060e-01,-1.489739999999999953e-01,-1.583930000000000060e-01,-5.968299999999999994e-02,-2.934010000000000229e-01,8.855000000000000371e-02
1.513187000000000060e+00,-7.827039999999999553e-01,2.890539999999999776e-01,2.564060000000000228e-01,2.379539999999999988e-01,-1.237449999999999939e-01,-2.102910000000000057e-01,-2.785909999999999775e-01,-1.937689999999999968e-01,-1.396360000000000101e-01,-8.705999999999999850e-02,1.187870000000000037e-01
1.251354999999999995e+00,-8.752680000000000460e-01,5.939170000000000282e-01,3.321279999999999788e-01,2.769719999999999960e-01,-1.063500000000000001e-01,-3.878019999999999801e-01,-1.139379999999999976e-01,-1.306509999999999894e-01,-2.589179999999999815e-01,2.197000000000000168e-03,2.117300000000000085e-02
1.316780999999999979e+00,2.089620000000000088e-01,2.472519999999999996e-01,-1.223140000000000061e-01,-2.918939999999999868e-01,-5.384069999999999689e-01,3.826199999999999740e-02,2.853599999999999887e-02,-1.656289999999999984e-01,-1.451490000000000002e-01,1.126079999999999998e-01,1.081919999999999965e-01
