-0.214562,-0.306756,0.261557,0.126701,-0.277557,-0.213076,1.860936,-0.207383
-0.23307175,-0.3610395,0.1957355,0.09489725,-0.3472385,-0.20773175,1.698819,-0.30395550000000005
-0.05566400000000001,-0.323255,0.155904,-0.0394135,-0.4175095,-0.1013855,1.5641285,-0.537696
0.16463449999999996,-0.23097,-0.06946749999999999,-0.08659,-0.4100745,-0.08983399999999998,1.17679425,-0.4928125
0.263384,-0.219071,0.217443,-0.217709,-0.510697,-0.033314,1.261441,-0.63835
-0.271474,-0.173138,0.59772,-0.05823,-0.014826,0.093058,1.303905,0.067256
-0.226973,-0.173795,0.560276,-0.197824,0.005664750000000001,-0.1368005,1.712491,-0.584217
-0.072718,-0.10596249999999999,0.32119,-0.335502,-0.075766,-0.098871,1.561856,-0.5188005
0.03883675,-0.1115735,0.4321695,-0.29223450000000006,-0.049433499999999984,-0.166034,1.6018655,-0.62168675
0.470417,-0.188285,0.558104,-0.007967999999999998,-0.251754,-0.13861,1.334578,-0.542157
-0.374302,-0.23763,0.505133,0.053888,-0.137429,0.120636,1.462484,0.174066
-0.1519025,-0.24643,0.34954775000000005,0.06769525000000001,-0.205258,-0.012178749999999997,1.51770825,-0.13704424999999998
-0.129373,-0.4763585,0.498031,-0.017085,-0.3148735,-0.1201895,2.0352325,-0.988774
0.14963774999999999,-0.336684,0.28108475,-0.14945525,-0.39851075,0.014471,1.27063075,-0.5312355
0.269021,-0.268283,0.574273,-0.152855,-0.396788,0.095911,1.633764,-0.935421
-0.010878,0.028707,0.237706,-0.071948,0.173073,0.07481999999999998,1.160837,0.078806
-0.05157075,-0.230024,0.30623525,-0.0922555,0.1931445,-0.13243700000000003,1.51283275,-0.45322175
-0.067248,-0.3734935,0.564434,-0.025817,-0.1929155,-0.1587915,1.6249395,-0.8639205
-0.022534,-0.249604,0.87966775,-0.1269895,-0.4165165,0.04844900000000001,1.667253,-1.06939825
0.144356,-0.268979,0.832941,-0.283548,-0.395826,0.09866,1.335523,-1.090194
-0.371666,-0.115333,0.30971,0.048732,-0.21593,0.063014,1.66567,-0.251224
-0.391096,-0.176394,0.264209,-0.07624799999999998,-0.100301,-0.157841,1.616784,-0.373741
-0.106823,-0.059683,0.309991,-0.158393,-0.245288,-0.293401,1.678263,-0.668299
0.256406,-0.139636,0.289054,-0.193769,-0.210291,-0.08706,1.513187,-0.782704
