"['-1.7693870767093212', ' -1.390312679996837', ' 0.22875262259153603', ' 1.1586912935904703', ' 1.8703358874300287']","['-1.8133210106900062', ' -2.3256835025734057', ' -2.498272405622201', ' -0.9535886553413198', ' -0.4721725842355035']","['0.40750881492947255', ' 0.8268626139663938', ' 1.1800812882289065', ' 1.8490491165296277', ' 0.7356027461878615']","['1.9100375843927693', ' 1.2155521480351832', ' 0.6484247232634684', ' 0.42530399505838035', ' 0.1371033075460577']","['1.9251124748613964', ' 1.7609318538698233', ' 1.1486680903618813', ' 1.16146166012048', ' 2.1276938207885956']","['1.0018328960752336', ' 1.2708926224772432', ' 0.7270106397608233', ' -0.2028794454841922', ' -0.8600332985100363']","['0.13362468773147332', ' 0.18976023950784834', ' -0.23564746465379546', ' -0.5163379385436806', ' -0.3932043731639428']","['-0.28255814116254524', ' -0.40539745455991166', ' -0.30237415237891396', ' -0.2771889136319541', ' -0.351702426845183']","['0.7378421207748456', ' 0.5880178136175125', ' 0.1888251502585661', ' 0.4078497366955711', ' 1.3331808535790062']"
"['-1.4055174774860502', ' -0.4149050336175845', ' 0.7425730639964078', ' 0.5709826753096411', ' 1.2474256917496822']","['-0.026621046954879424', ' -0.6360683774434982', ' 0.018495291382681186', ' -0.28230221001582984', ' -0.34798696214947006']","['-1.4350009413919396', ' -1.8431073690023676', ' -0.21509032086136473', ' 0.8818529570863898', ' 1.2104761846227803']","['1.3387302440816307', ' 1.903819765510419', ' 1.6076328655138816', ' 2.1564402194926964', ' 1.8159102094790525']","['0.14047444618679988', ' 0.5584535434114106', ' -0.4340994392068611', ' 0.29725608482968013', ' 0.7209786086264836']","['-1.5157344559859716', ' 0.5451227430288553', ' 0.495045804656204', ' 2.107879776610341', ' 0.9447310738511135']","['1.3889577901609504', ' 0.34784748249128733', ' -0.4668299950806413', ' -0.6184974535898361', ' -0.3564548857880382']","['0.5477018423054313', ' -0.6188343831761771', ' -1.2476840899001809', ' -1.1759452773979362', ' 0.45996949007215926']","['0.4764015942351867', ' 0.4895864177062446', ' -0.13528001153172695', ' -0.3128401772833199', ' 1.7670033574217225']"
"['-1.9868350458313664', ' -1.5012284413466468', ' -0.10306946309192774', ' 1.566830615043969', ' 2.754061096242589']","['-1.089759752091456', ' -1.5594650683195825', ' -4.191538300786458', ' -2.735107969753223', ' -2.591513981691664']","['-0.9192274745242264', ' -0.40429658002175517', ' -0.3671065059527582', ' 1.449327626991373', ' 0.34815867302522385']","['1.1579381339659198', ' 1.2780815004471886', ' 0.3848707527427686', ' 0.014289474148823061', ' 0.37240425501858254']","['0.2081166635662756', ' 0.7947606715478666', ' 1.1617873961336318', ' 0.5260648174039276', ' 1.0730059403996304']","['-1.5415022499247344', ' -0.028422984087758958', ' 1.4749671870947445', ' 0.17652291193230546', ' -0.4726622273816923']","['1.2217604344414916', ' 0.10727057506763386', ' -0.36154922506363274', ' 0.41092912055022807', ' 0.2486757920231381']","['1.1024768284501252', ' 0.5028176735354856', ' -0.4922919315364441', ' -0.4291732068209066', ' -0.4046032928593437']","['0.1596298872426569', ' 0.4337527754085152', ' 1.0829994137867507', ' 0.19165302364723363', ' 0.5414795747261483']"
"['-1.9210310437473752', ' -1.9108769486483248', ' -0.30414910424836317', ' 2.6599525011924796', ' 2.909990236023741']","['1.956403241263512', ' -0.3998509855687784', ' -2.5805897162214957', ' -2.2635711114167902', ' -1.617744249621548']","['-1.323831221196595', ' -1.4088028983167946', ' -0.6527596419011211', ' -1.1357601949340175', ' -1.0690178386274183']","['2.6474609650532828', ' 2.807723211570114', ' 1.6123597432155918', ' 0.5472716970043051', ' -0.0848292806684599']","['-1.0476761252885505', ' -0.5477651778895617', ' 0.9475132965971261', ' 1.530665913883758', ' 1.2398205778872806']","['-2.1309404400811967', ' 0.7385302402012952', ' 1.8133782965815044', ' 0.002545248606413135', ' -0.3984891761185211']","['-0.12069588924176979', ' 0.20229124929968192', ' 0.18838615829552866', ' 0.8224346524120256', ' 0.5421327394219697']","['1.6618648165442038', ' 0.6079561892306153', ' 0.4247109160047181', ' 0.37288517356678735', ' 0.11216772015503117']","['0.6862984970929159', ' 1.3807329558311001', ' 0.8529695967281115', ' 0.11867890345988505', ' 0.9645632370606745']"
"['-2.145224287900145', ' -2.603186052384289', ' -0.07066268076624824', ' 1.4880895248529398', ' 2.0097944789023434']","['-0.3628145799326261', ' -0.03586374453947142', ' 0.5493357194168131', ' -1.0622568966548502', ' -1.4615551081152058']","['-1.62208066511497', ' -0.8442066940722793', ' 0.3089964508317029', ' 0.679980738859149', ' 0.2928967477400351']","['1.0953794943924475', ' 1.033051252280149', ' 1.7561390810755872', ' 1.2166258852195042', ' 0.288162886919897']","['1.3740212413265227', ' 0.1448965858823919', ' 1.3001559950474924', ' 0.3841649749821098', ' 1.0850197358373013']","['-1.7922371024473962', ' 0.5644694154436779', ' 1.6884667237750275', ' 0.5782633195301868', ' 0.1229950526853232']","['-0.38145328266919887', ' -1.345188108128792', ' -1.7564128088332047', ' -0.8190616100625367', ' -0.05209698708112333']","['0.9507863942140443', ' -0.07273005203289983', ' -0.8985667525890282', ' -0.1310753578318505', ' 0.2556906919024629']","['0.24075491010824202', ' 0.729855810210853', ' 0.45855655549727115', ' 0.5616243739674481', ' 1.3619519599113876']"
"['-1.635337214866647', ' -1.677074241114768', ' 0.5741788970869174', ' 1.785705649681133', ' 2.256131916768156']","['0.47702447932714176', ' -2.093444991394807', ' -0.9077999254238657', ' -1.574845170720042', ' -1.2636145964114345']","['-1.0773920597058009', ' -0.584485235840713', ' 0.15002026880250585', ' -0.06311726550789953', ' 0.17649072186243006']","['1.7315421536259614', ' 1.0478022614325613', ' 0.7955281540822158', ' 1.1727159545581674', ' 1.328678789194728']","['-0.782714435866577', ' -0.8067677992239076', ' -0.5167972937182255', ' 0.055412231424639885', ' 0.5783366097529755']","['-2.2685059153493947', ' -0.919123782448809', ' -0.6972717305323067', ' 0.11880161104290926', ' -0.024743796824963034']","['0.6636295121254117', ' 0.8535650312600976', ' -1.3475887267154745', ' -0.6890076580041475', ' -0.3744946046894504']","['0.7465197785720001', ' 0.5089131055156212', ' 0.06080172425870022', ' 0.31012638846202295', ' -0.006594487050878348']","['0.6903253634487262', ' 0.7917695992503583', ' 0.7436688380608076', ' 0.7124119204573913', ' 0.9445946196073238']"
"['-1.828743684440718', ' -0.8956283996316431', ' -0.14359149057856815', ' 1.7284137942231992', ' 2.8093922009341763']","['0.38130461808575644', ' -0.2563341388028906', ' -1.8287822410666956', ' -0.8898352236310377', ' -1.1322460710339621']","['-2.107684267632264', ' -0.8722349147891042', ' 0.14528502672370833', ' 0.1028409099233631', ' -0.05028063217636707']","['0.5788890693214956', ' -0.10686691804787782', ' -0.9010588383073692', ' -0.5550715446400365', ' -0.3148737218828626']","['0.3451358460906831', ' -0.4491486978404012', ' -0.20501713187789444', ' 0.21718214297895877', ' 1.3667540005953775']","['-0.37759172911823835', ' -0.6074481318725772', ' -0.3301492021210132', ' -0.23381496721612177', ' -0.40004787218596305']","['0.8972002586626338', ' 0.12495875033851597', ' 0.5250373483674492', ' 0.336609392597015', ' 1.743037808812839']","['-0.8152014877818196', ' -0.8175694498724111', ' -0.3514813109906895', ' -0.3000809654822888', ' 0.0991570260149986']","['0.37167476345029393', ' 0.12687205063008464', ' 0.8316416045817632', ' 0.21421553238493535', ' 0.7527350036370115']"
"['-1.2635397778754909', ' -1.3534181051576346', ' -0.048363045158617834', ' 1.4272610797392709', ' 1.723291172595132']","['-0.23554341974554616', ' -1.0996709663246151', ' -2.379112642318153', ' -1.5999379391682103', ' -1.5895927062370283']","['-1.500864883554006', ' -1.0101100108475893', ' 0.15994559566499067', ' 0.07288344738464483', ' -0.06802635207638347']","['0.2621819238368905', ' -0.6405476291571706', ' -0.5790578745035351', ' -0.3028472914100017', ' -0.7275352625583295']","['3.2334922555059498', ' 2.937126121089904', ' 0.9732413348837977', ' 1.3291232727533666', ' 2.4181454019525046']","['-1.210987060601006', ' -0.026151329467618157', ' 0.09221054682316424', ' -0.5948528532681255', ' -0.5770791369615824']","['0.566450047733833', ' 0.26240407475582966', ' 0.033101553454529406', ' -0.08385782119811638', ' -0.13143286115638805']","['-0.31796772561799774', ' -1.078039654630905', ' -0.9858902793068371', ' -0.711426085011448', ' -0.06437100995868555']","['-0.5808917180680687', ' 0.4299324059649507', ' 0.21781096081504286', ' 0.46013579309444846', ' 1.179868382995167']"
"['-2.0185299549042526', ' 0.007818468269070279', ' 2.373301713157803', ' 3.1129428165302224', ' 2.767072682420754']","['-1.1222734067696307', ' -2.995927670401224', ' -2.601652781894527', ' -1.9312362408983719', ' -1.4303465077247737']","['-1.221614088262867', ' 0.6083253818523435', ' 0.30635528471479745', ' -0.4012476695438073', ' 0.2213761791177235']","['1.7367680595735349', ' 1.0584562041173788', ' 0.30163462222161325', ' 0.16041009199551917', ' 0.11305353302221759']","['0.9092252989198378', ' 0.6439950477143308', ' 0.33724047317982714', ' 0.78995782642344', ' 1.6944577180148968']","['-0.006513990503274274', ' 1.2248964067078667', ' -1.133354187503418', ' -1.50614166603095', ' -0.8234818123241877']","['0.5313390915544389', ' 0.11679210578598397', ' 0.2693251295623585', ' 0.48105488124454376', ' 0.6317598032410209']","['0.25170317157451755', ' -0.5663539604498021', ' -0.3344287440183792', ' -0.4892367203706646', ' -0.5673224354944154']","['0.905202944813207', ' -0.030127516491753676', ' -0.007039527572864316', ' 0.8919513990567628', ' 1.1102615248487364']"
"['-2.1518363440669073', ' -0.7374453067887852', ' 1.2720757419115665', ' 1.8248370616658032', ' 1.9415537792380853']","['0.6110346025202484', ' -1.3364864027470276', ' -1.224483950946381', ' -0.16441386006540626', ' 0.048218621562616304']","['-1.0805267401161538', ' 0.33918518116111357', ' -0.16470490009782685', ' 0.43642455318969536', ' 0.6001542837824237']","['1.04727487005041', ' 0.6465072309322893', ' 0.769548880441815', ' 0.9546394244652604', ' 1.226553231054514']","['1.541066344549091', ' 0.7751359731902076', ' 0.04392018783793198', ' -0.1792676535461806', ' -0.011025428724416973']","['-0.6805749773222916', ' 1.176501799716337', ' -0.6978920272595928', ' -0.9753507708679374', ' -0.09583232003503758']","['-0.17177160618041604', ' 0.016271227083932457', ' -0.7089488160362466', ' -0.6679945107563194', ' -0.6827701367320201']","['-0.9205715102072689', ' -1.2703776676170646', ' -0.7462154844813508', ' -0.48690387759180564', ' -0.5907999368224428']","['0.5190033053879652', ' 0.7542097979843078', ' 1.2704969497611223', ' 0.8549159002419984', ' 0.9151284569690796']"
